,Product_id,Stall_no,instock_date,Market_Category,Customer_name,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price
64,MUGEGZUMGYAPVSZH,31.0,2015-05-08 14:11:13.000,416,Scott,0,9,2,97,0,582.0,14.0,2526.0,5841,4417.913232
65,PBXE4RB3Y3GXWPFV,1.0,2016-01-03 08:04:41.000,192,Nikole,1,5,0,55,1,210.0,8.0,2290.0,6916,769.0148928
66,PCSE2ZFDJJGFNHC7,42.0,2016-03-13 13:42:21.000,55,Mahira,1,9,0,1,1,567.0,9.0,2522.0,5881,701.88930405
67,CRTECN2QT5HKHZ8F,38.0,2015-09-24 15:26:53.000,469,Britton,0,6,0,4,0,139.0,5.0,3817.0,5638,4769.011728
68,MUGEACY8Q7ZYSTN8,37.0,2015-09-22 16:23:34.000,65,Jacie,0,0,2,19,0,309.0,12.0,661.0,1826,1415.204352
69,ACCEGG9VGRMQGHRD,9.0,2016-03-29 19:52:17.000,57,Brevin,0,4,0,78,0,251.0,14.0,3865.0,10381,7125.562656
70,PCSE76X48PVSDDVK,46.0,2016-03-28 19:59:38.000,60,Stevan,1,0,3,77,0,308.0,14.0,303.0,1117,1170.649584
71,PBXE6677X2D6UFZZ,22.0,2016-02-16 02:34:41.000,443,Shelbie,0,1,0,63,0,263.0,15.0,4525.0,6501,5650.174825
72,WCKEGGGD2TXHHTJC,50.0,2016-02-24 22:36:24.000,294,Imogene,0,3,2,20,1,355.0,13.0,1268.0,2320,309.8534208
73,NKCE7MMGF4PPGNA6,39.0,2015-09-24 14:18:32.000,23,Jaycion,1,7,2,89,0,127.0,8.0,1155.0,4397,3060.849792
74,CRTECN2QYTPHK5YQ,43.0,2015-09-24 17:19:46.000,443,Ibraheem,1,6,0,87,0,137.0,7.0,4102.0,5685,4971.326976
75,OIDEJFCWMMR6JQBE,12.0,2016-02-23 23:04:41.000,58,Adalin,0,8,0,25,0,204.0,5.0,4646.0,6360,5704.652625
76,WATE5HFY4MJX6CHD,12.0,2016-03-28 23:03:27.000,23,Briah,1,9,2,25,0,597.0,17.0,2643.0,7053,5508.65385
77,DREE4FC4TAR8M5GN,16.0,2016-03-29 23:48:00.000,23,Reeves,1,1,2,69,1,272.0,14.0,5640.0,13155,1454.2739904
78,HACEGPF9DZVUZBFY,28.0,2016-03-08 05:47:42.000,358,Emaleigh,0,9,3,35,0,580.0,12.0,3372.0,11815,7555.087725
79,PBXE4Q7YF5KUYJYW,19.0,2015-11-17 07:56:04.000,358,Charlette,0,9,3,34,0,587.0,17.0,5479.0,17111,12972.2373
80,SHIED9YEH65NSA8N,29.0,2015-08-15 21:13:33.000,63,Analia,1,8,1,99,0,230.0,9.0,6545.0,14289,10220.179536
81,WATDHMQJ68MVBRFV,2.0,2016-03-27 23:52:13.000,358,Shamiyah,1,6,3,20,0,100.0,6.0,10821.0,16057,14274.933225
82,HMBEGWTFEV4TF2RH,3.0,2015-05-23 00:18:08.000,114,Jaylynn,0,1,0,73,0,204.0,12.0,2054.0,4091,3188.445568
83,SHIE2FH7YTVDHFGT,15.0,2015-09-26 15:29:06.000,3,Crimson,0,2,0,58,0,117.0,16.0,2267.0,3622,3042.60192
84,CRTECN2QYRY2KWZF,27.0,2015-09-23 15:32:40.000,236,Emrie,0,5,0,95,0,247.0,5.0,2246.0,6211,4436.7741
85,TSHEDJXPN4HNT2UP,34.0,2015-05-07 16:09:22.000,446,Jay,0,3,0,34,0,386.0,16.0,4789.0,6622,6173.7984
86,SHOECZH5WGBZHZES,18.0,2015-09-22 14:19:46.000,205,Antwan,0,5,0,74,0,207.0,11.0,1965.0,2983,2573.612784
87,NKCEDCT9MSAYG6H5,18.0,2015-11-14 18:05:12.000,55,Ailey,1,2,0,26,0,101.0,10.0,4524.0,6004,5423.913
88,SOCEGGVYBTZPKXVP,7.0,2016-03-29 21:01:13.000,224,Cady,1,5,0,40,0,269.0,12.0,1526.0,7365,4894.203825
89,PBXECARAQBCDSAZW,32.0,2016-02-20 22:39:21.000,471,Mahki,1,9,2,77,0,620.0,9.0,2434.0,3201,3551.6232
90,CAGDU85YDHP9ZJH7,7.0,2015-12-18 01:07:25.000,121,Zayah,0,3,0,49,0,372.0,12.0,981.0,2978,2279.722005
91,TCVEHSMFEGNCAGYN,40.0,2015-05-09 15:20:00.000,447,Ansley,1,8,0,45,0,249.0,3.0,3924.0,5699,4997.205675
92,RNGEDAPFZ2GKRUER,44.0,2015-08-16 19:24:15.000,14,Anders,1,5,0,99,1,301.0,14.0,4711.0,6402,785.4059136
93,CAGDY9Q7HSNDHGFC,28.0,2015-11-21 03:56:18.000,104,Enoc,1,1,0,32,0,214.0,15.0,972.0,6160,4122.936825
94,NKCECKHYZVHBQU9F,49.0,2016-01-03 08:39:54.000,471,Zissy,0,1,2,59,1,207.0,16.0,2535.0,3472,470.10848445
95,NKCDQSVCRH8W73GF,43.0,2015-11-19 05:56:29.000,451,Shourya,1,7,0,66,0,121.0,11.0,5594.0,7529,6619.7637
96,WATD9H76RKGUUZHY,45.0,2016-03-28 19:40:20.000,199,Indy,1,7,0,41,0,175.0,6.0,12124.0,16362,14274.933225
97,NKCE5HYVDQVATMKF,25.0,2015-11-20 07:56:33.000,98,Leilanie,1,7,0,50,0,156.0,10.0,1007.0,2714,1983.220425
98,RNGE9GWMKVHGEYZG,8.0,2015-05-07 23:21:49.000,220,Ronald,1,5,0,39,0,215.0,7.0,3341.0,4751,4323.02535
99,SHOEAGUMMWFABHUT,40.0,2015-09-22 15:24:37.000,23,Laken,0,2,2,32,0,135.0,15.0,1645.0,4655,3351.13856
100,SWDEGZMPYQGNEBHG,34.0,2015-08-22 19:48:47.000,462,Sia,1,7,3,34,0,152.0,3.0,3017.0,6750,4970.344896
101,TOPEFDXSHZPHCUAU,29.0,2015-05-06 15:09:22.000,23,Archer,1,5,2,50,0,332.0,12.0,6016.0,12106,9164.7906
102,CAGDU85Y85GDJGUD,45.0,2015-11-19 05:56:24.000,122,Ronny,1,6,2,57,0,133.0,7.0,423.0,1562,1245.37875
103,CAGE4BQXK3FSTRRS,8.0,2016-01-21 23:13:14.000,471,Evans,1,8,2,91,0,226.0,2.0,2572.0,3623,3289.061061
104,CAGDZVGTV3SMMMBY,29.0,2015-12-04 02:18:29.000,446,Nara,1,7,0,64,0,138.0,6.0,4145.0,6135,5189.1147
105,BEOEGXRVQPCKJHYC,23.0,2016-03-11 08:08:18.000,70,Timofey,0,8,2,32,0,208.0,8.0,1628.0,5022,3388.76685
106,NKCE9YFBBYBM88DR,1.0,2016-02-20 23:02:02.000,115,Quade,1,0,0,18,0,324.0,9.0,2271.0,3546,3115.353312
107,DREECZGZVWGQM23M,8.0,2016-03-29 23:50:25.000,192,Ryon,0,9,0,52,0,602.0,16.0,1886.0,5588,4369.857975
108,PBXECYF3YHWYG4UN,34.0,2016-01-04 07:18:32.000,30,Damia,1,5,0,27,1,335.0,9.0,921.0,2894,333.5053176
109,WATEBG8FGBPUPKCV,10.0,2016-03-28 22:00:55.000,97,Iman,1,1,0,51,0,211.0,15.0,1715.0,7895,5069.6415
110,SHIEEJG9RRDUH9XG,18.0,2015-08-23 19:33:05.000,445,Jaeden,1,6,0,78,0,136.0,6.0,2294.0,4139,3457.5849
111,CRTECN2QXAPEWXSF,18.0,2015-09-23 17:31:58.000,113,Ilyas,1,6,0,83,0,114.0,5.0,903.0,4160,2546.64531
112,BRAEE6YMSYPNCUX3,1.0,2015-08-22 17:31:51.000,135,Marquise,1,5,0,12,0,341.0,11.0,820.0,1205,1272.662721
113,WATE9MVXJXHZHEJU,26.0,2015-05-05 13:19:49.000,320,Natalia,1,7,0,45,0,164.0,5.0,1553.0,4987,3246.061392
114,RNGDREYRQQGZAPQM,1.0,2015-05-08 13:03:25.000,55,Jazmine,1,2,0,75,0,109.0,9.0,4839.0,6246,5763.1464
115,CTPEGGFSNDQFAAVE,40.0,2016-03-29 21:03:11.000,268,Christal,1,4,2,52,0,241.0,10.0,1655.0,4722,3547.565208
116,NKCEF2RFAPHSHZZZ,23.0,2015-09-24 13:30:37.000,452,Braedyn,0,8,0,45,0,296.0,9.0,3092.0,4401,3959.555616
117,TOPDYAZZG5NU7ZBZ,14.0,2015-08-17 22:26:08.000,37,Ramona,1,1,0,77,0,286.0,13.0,5455.0,8483,7357.1949
118,PBXE7QPWMSS5XGPZ,50.0,2016-01-04 08:12:22.000,115,Jaquelyn,0,4,0,88,1,237.0,12.0,1096.0,1633,261.99558
119,PCSECV3FHFAQ9T36,7.0,2016-03-17 17:23:02.000,320,Sohum,0,4,0,79,0,202.0,12.0,9001.0,14908,10950.301824
120,CRNEJB4NBT9BTM84,7.0,2015-08-22 20:37:07.000,58,Shania,1,3,0,75,0,375.0,15.0,4177.0,5432,5003.193312
121,TSHEHU5RFJCTJKBV,36.0,2015-05-09 16:10:20.000,283,Irene,1,9,0,21,0,633.0,14.0,5209.0,7630,6749.90295
122,DREECZJC3XBKGDZT,36.0,2015-05-06 14:10:20.000,448,Collin,1,0,0,59,0,345.0,12.0,4007.0,6333,5326.737273
123,SUDEGGATGYXA9YBC,30.0,2016-03-29 19:59:10.000,39,Jamarius,0,5,3,88,0,309.0,10.0,6109.0,18022,12972.2373
124,BRAE8WYHTVZMFFHS,14.0,2015-08-18 22:08:07.000,315,Blaire,1,5,2,65,0,289.0,9.0,1204.0,9722,5869.8684
125,SFFEGZBXTYFSYJQA,25.0,2015-05-20 22:18:08.000,454,Lionel,1,6,0,86,0,128.0,6.0,3001.0,5292,4219.814025
126,ACCEABVYXNHCT8UE,22.0,2015-08-15 23:12:39.000,141,Aya,1,3,0,40,0,361.0,13.0,4479.0,5661,5401.6677
127,BWLE6SJE9PXGV6DD,33.0,2015-08-15 22:08:47.000,167,Emery,1,4,0,21,1,233.0,17.0,4981.0,7242,944.4965376
128,NKCDYQ3RHYREHHYV,3.0,2015-09-24 14:25:16.000,452,Charly,1,2,0,71,0,116.0,8.0,3041.0,4454,3839.71599
129,NKCECDCRWDMZEH2Z,49.0,2016-01-27 02:23:14.000,471,Kamyla,1,6,2,74,0,112.0,6.0,2540.0,3236,2976.5241
130,SRTEH2F6HUZMQ6SJ,40.0,2014-02-22 05:07:06.000,103,Sophia,1,1,0,27,0,272.0,14.0,5681.0,8313,7160.388336
131,BRAE6KWFGZFXKPPB,13.0,2015-08-21 17:48:33.000,320,Mikel,1,7,0,31,0,129.0,4.0,1003.0,5769,3697.363425
132,HACEJQY5FQRZZUGM,3.0,2016-02-21 20:31:34.000,23,Christen,1,0,2,90,0,324.0,14.0,4931.0,11554,9353.008875
133,CAGEYUXVF2FNARKD,12.0,2016-01-05 07:04:44.000,3,Lino,0,4,0,93,0,266.0,13.0,2600.0,3400,3129.9147
134,NKCE7M3QTHTCGVVF,32.0,2016-01-17 20:43:41.000,93,Passion,0,2,2,33,0,125.0,11.0,2412.0,5432,4020.858275
135,TOPE8PBFNH9YNHFK,35.0,2016-03-30 19:58:37.000,104,Keysha,1,2,0,32,0,112.0,16.0,1779.0,7898,5069.6415
136,BRAEDQFRZS9QFYTQ,28.0,2015-08-19 23:19:52.000,23,Jazelle,0,3,0,80,0,361.0,17.0,701.0,1555,1415.204352
137,HMBEJCMMQR2JHFVP,9.0,2015-08-22 21:32:12.000,115,Keegan,1,6,0,10,0,144.0,8.0,1616.0,2205,2001.4434
138,ACCDRFVG52PHVRSK,25.0,2015-08-16 20:12:54.000,441,Wendy,1,6,0,22,0,133.0,9.0,6148.0,8608,7271.1648
139,NKCE7MBR4QRBASDQ,20.0,2015-09-25 17:22:53.000,447,Khaliyah,1,4,0,92,0,219.0,16.0,2090.0,3980,3227.4198
140,NKCDWBPZNZU5K2QZ,34.0,2015-09-24 17:27:55.000,65,Anderson,1,8,2,86,0,204.0,1.0,2199.0,4298,3389.805504
141,BRAE8HMQATXFHFGZ,42.0,2015-08-21 17:36:21.000,25,Harlie,1,6,0,45,0,117.0,9.0,2202.0,4580,3517.978167
142,MUGEAGGKEGCPWWPN,38.0,2015-09-23 13:30:37.000,62,Billie,1,2,0,51,0,170.0,7.0,1569.0,5170,3334.393216
143,BKPEGXYWWJPETZZA,21.0,2016-03-09 18:55:43.000,55,Dany,0,5,0,98,0,223.0,7.0,4172.0,6071,5191.234048
144,SGLEGBV6ZNUJNJS9,20.0,2016-03-29 00:05:54.000,62,Nishka,0,0,0,38,0,297.0,12.0,2361.0,9015,6173.422596
145,CAGEYUXVAKNKDUUV,2.0,2015-12-05 05:17:42.000,452,Cherry,1,4,0,43,0,253.0,16.0,5213.0,7370,6454.4931
146,NKCEDH9ANZGDAUWG,23.0,2015-12-04 00:47:06.000,93,Joselynn,1,6,2,87,0,129.0,8.0,1920.0,3889,2976.9696
147,NKCE5EHJHS38BUWB,10.0,2015-09-26 17:28:55.000,55,Navaeh,0,7,0,91,0,195.0,7.0,2383.0,4209,3457.5849
148,PBXE9YWGRFUQXHQH,22.0,2015-11-18 18:36:56.000,103,Avelina,0,1,0,69,0,241.0,13.0,10608.0,14698,13075.23
149,SHIE3QDHP5RDGMZY,24.0,2015-08-23 18:48:47.000,55,Kain,1,9,0,4,0,559.0,5.0,1287.0,3043,2627.99355
150,RNGE9HDVMPVBYPGJ,29.0,2015-05-06 17:20:05.000,0,Kyrie,1,4,0,92,0,274.0,17.0,2227.0,4030,3298.18275
151,SCHE4YSTCUUSJWCK,13.0,2015-12-07 05:18:58.000,30,Bianka,1,0,0,82,0,287.0,11.0,1155.0,2419,2039.119425
152,SNDEGGTV9XERMGHH,8.0,2016-03-29 21:57:51.000,2,Lesli,1,4,1,36,0,255.0,10.0,5182.0,8806,7444.776528
153,PBXE92XFUMB7QWY6,10.0,2015-11-20 03:54:45.000,452,Aaliah,1,5,0,72,0,217.0,13.0,6697.0,9925,8434.8297
154,CRTECN2QYK2R2PUS,18.0,2015-11-01 06:04:09.000,452,Aariyah,0,8,0,7,0,227.0,2.0,3326.0,4467,4119.61088
155,TOPEEEPVYHHF9HGW,20.0,2015-05-06 15:21:38.000,0,Troy,1,0,0,8,0,282.0,15.0,2212.0,4123,-3584.79555
156,MUGE8F5RDEYMH4YH,47.0,2015-09-22 17:30:05.000,443,Aoife,1,8,0,58,0,280.0,2.0,2902.0,4382,3897.3528
157,NKCE52CSJ2GUY64G,2.0,2015-11-21 06:56:38.000,11,Pessy,1,9,3,62,0,523.0,6.0,537.0,1324,1422.4672
158,SHOE2K68QHZ3DWZF,19.0,2015-05-05 13:09:55.000,407,Jasmine,1,0,0,5,0,286.0,10.0,2416.0,4719,3954.9312
159,DREE9YJHZZHWHAU7,10.0,2015-05-07 15:11:55.000,165,Daxton,0,8,0,46,0,240.0,8.0,2860.0,4759,3957.351552
160,NKCEACYSHS4MGKGY,17.0,2015-11-17 04:54:03.000,36,Ozias,1,4,0,74,0,238.0,17.0,11168.0,14457,12866.0343
161,CAGECT64KH6CZVMR,26.0,2015-11-18 03:56:54.000,103,Janiel,1,8,0,59,0,237.0,2.0,11567.0,16676,13953.094551
162,WATD9H76RG5FQT5Y,44.0,2016-03-28 20:58:37.000,423,Laiba,1,4,0,17,0,233.0,13.0,8884.0,20003,12440.786112
163,NKCE5UY97ACC9QAZ,18.0,2016-01-05 06:05:51.000,455,Edric,0,9,0,1,1,637.0,6.0,1565.0,4622,501.4628487
164,LJGEG6UPBW8GKPRD,3.0,2016-03-29 21:59:39.000,192,Malayia,1,2,0,84,0,128.0,9.0,2194.0,6604,4624.197534
165,PBXEBFGFRM5797BZ,11.0,2015-12-07 01:17:42.000,469,Mihir,0,9,0,14,0,526.0,8.0,3453.0,4780,4683.43296
166,RNGEAY8GRWYMYSAK,35.0,2015-05-07 14:22:20.000,198,Gia,0,5,0,21,0,330.0,8.0,3908.0,5711,5019.9156
167,SHOEF9G8WTWGAAFB,28.0,2015-03-19 13:33:24.000,320,Taylor,1,7,0,34,0,199.0,4.0,1851.0,5169,3739.6275
168,PBXE5ZJZSAC73ZED,38.0,2015-11-20 03:56:53.000,452,Chantal,0,0,0,36,0,330.0,15.0,6850.0,10039,8762.883624
169,NKCEYYX9HJWJXAA8,44.0,2015-09-24 17:24:08.000,65,Augustin,1,0,2,44,0,336.0,7.0,2468.0,3918,3432.93768
170,CAGDTFSHTF6TRBFZ,48.0,2016-01-17 18:39:41.000,6,Onyx,0,5,1,96,0,319.0,8.0,3428.0,5010,4496.366336
171,PBXE6E6YDZDNVKQH,39.0,2016-01-26 05:02:35.000,143,Eugenia,1,3,0,77,0,393.0,16.0,243.0,347,670.6854
172,TROEGNQDQNGN99PJ,45.0,2016-03-07 00:56:45.000,3,Jerson,1,2,0,57,0,154.0,17.0,3629.0,4912,4507.976704
173,CRTECN2QXC68CTUM,15.0,2015-09-24 17:20:25.000,451,Kellin,1,9,0,33,0,557.0,8.0,4990.0,6724,6371.380512
174,CRTECN2QZNXTGGXG,49.0,2015-09-23 15:24:38.000,451,Mason,0,6,0,59,0,102.0,6.0,4520.0,5965,5398.1508
175,VANE4VND2XHZRCNT,15.0,2015-08-15 19:07:53.000,452,Rodney,1,3,0,7,1,361.0,12.0,5133.0,6731,955.79591085
176,NKCE8SESMHF2VSRM,41.0,2015-09-26 14:26:36.000,198,Adonai,0,4,0,58,0,219.0,17.0,2894.0,4260,3767.574272
177,SHOEBYY4ZDWGQGEW,49.0,2015-05-05 13:20:12.000,457,Rylee,1,8,3,98,0,288.0,4.0,4743.0,10389,7579.319904
178,NKCEB7935AJSADGR,39.0,2015-12-04 01:08:54.000,78,Juliett,1,5,2,21,0,209.0,12.0,2403.0,4910,3615.47925
179,SHIEBAXYS3FUTX8Z,29.0,2015-08-15 19:20:13.000,441,Harper,1,7,0,15,0,129.0,10.0,4859.0,7844,6830.336128
